Player,Tm,Att.,Made,Miss,Pct.
Jake Virtanen\virtaja01,VAN,1,1,0,100.0
Teddy Purcell\purcete01,EDM,1,1,0,100.0
Jiri Hudler\hudleji01,CGY,1,1,0,100.0
Andreas Athanasiou\athanan01,DET,1,1,0,100.0
Ryan Getzlaf\getzlry01,ANA,1,1,0,100.0
Nikita Soshnikov\soshnni01,TOR,1,1,0,100.0
Jason Pominville\pominja01,MIN,1,1,0,100.0
Patrick Eaves\eavespa01,DAL,1,1,0,100.0
Anthony Duclair\duclaan01,ARI,1,1,0,100.0
Emerson Etem\etemem01,VAN,1,1,0,100.0
Artem Anisimov\anisiar01,CHI,1,1,0,100.0
Leon Draisaitl\draisle01,EDM,1,1,0,100.0
Brent Burns\burnsbr01,SJS,1,1,0,100.0
Riley Sheahan\sheahri01,DET,1,1,0,100.0
Noah Hanifin\hanifno01,CAR,1,1,0,100.0
Steven Stamkos\stamkst01,TBL,1,1,0,100.0
Brandon Pirri\pirribr01,FLA,6,5,1,83.3
Aleksander Barkov\barkoal01,FLA,6,5,1,83.3
Joe Colborne\colbojo01,CGY,4,3,1,75.0
Ryan Spooner\spoonry01,BOS,4,3,1,75.0
T.J. Oshie\oshietj01,WSH,6,4,2,66.7
Alex Steen\steenal01,STL,6,4,2,66.7
Jared McCann\mccanja01,VAN,3,2,1,66.7
Logan Couture\coutulo01,SJS,3,2,1,66.7
Ryan Callahan\callary01,TBL,3,2,1,66.7
Mark Scheifele\scheima01,WPG,3,2,1,66.7
Nathan MacKinnon\mackina01,COL,3,2,1,66.7
Mikkel Boedker\boedkmi01,ARI,3,2,1,66.7
Mats Zuccarello\zuccama01,NYR,5,3,2,60.0
Kris Letang\letankr01,PIT,5,3,2,60.0
Charlie Coyle\coylech01,MIN,5,3,2,60.0
Anze Kopitar\kopitan01,LAK,5,3,2,60.0
Riley Nash\nashri02,CAR,5,3,2,60.0
Jakob Silfverberg\silfvja01,ANA,7,4,3,57.1
Nick Bjugstad\bjugsni01,FLA,7,4,3,57.1
Bobby Ryan\ryanbo01,OTT,11,6,5,54.5
Kyle Okposo\okposky01,NYI,10,5,5,50.0
Andrew Ladd\laddan01,WPG,6,3,3,50.0
Joe Pavelski\paveljo01,SJS,6,3,3,50.0
David Perron\perroda01,PIT,6,3,3,50.0
Valtteri Filppula\filppva01,TBL,4,2,2,50.0
Sven Andrighetto\andrisv01,MTL,4,2,2,50.0
Nick Cousins\cousini01,PHI,4,2,2,50.0
Tyler Seguin\seguity01,DAL,4,2,2,50.0
Ryan Nugent-Hopkins\nugenry01,EDM,4,2,2,50.0
Jaccob Slavin\slavija01,CAR,2,1,1,50.0
Reid Boucher\bouchre01,NJD,2,1,1,50.0
Torey Krug\krugto01,BOS,2,1,1,50.0
Jussi Jokinen\jokinju01,FLA,2,1,1,50.0
David Krejci\krejcda01,BOS,2,1,1,50.0
Artemi Panarin\panarar01,CHI,2,1,1,50.0
David Backes\backeda01,STL,2,1,1,50.0
Paul Byron\byronpa01,MTL,2,1,1,50.0
Josh Bailey\bailejo01,NYI,2,1,1,50.0
Jason Spezza\spezzja01,DAL,2,1,1,50.0
Jonathan Marchessault\audymjo01,TBL,2,1,1,50.0
Sam Reinhart\reinhsa01,BUF,2,1,1,50.0
Kyle Turris\turriky01,OTT,9,4,5,44.4
Peter Holland\hollape01,TOR,9,4,5,44.4
Frans Nielsen\nielsfr01,NYI,9,4,5,44.4
Mika Zibanejad\zibanmi01,OTT,9,4,5,44.4
Jordan Eberle\eberljo01,EDM,7,3,4,42.9
Brandon Dubinsky\dubinbr01,CBJ,7,3,4,42.9
Alexandre Burrows\burroal01,VAN,7,3,4,42.9
Jacob Josefson\josefja01,NJD,7,3,4,42.9
Max Pacioretty\pacioma01,MTL,7,3,4,42.9
Radim Vrbata\vrbatra01,VAN,7,3,4,42.9
Brad Richards\richabr01,DET,5,2,3,40.0
Matt Hendricks\hendrma01,EDM,5,2,3,40.0
Alexander Wennberg\wennbal01,CBJ,8,3,5,37.5
P.A. Parenteau\parenpi01,TOR,11,4,7,36.4
Mike Cammalleri\cammami01,NJD,6,2,4,33.3
Craig Smith\smithcr01,NSH,6,2,4,33.3
Blake Wheeler\wheelbl01,WPG,6,2,4,33.3
Filip Forsberg\forsbfi01,NSH,6,2,4,33.3
Sam Gagner\gagnesa01,PHI,6,2,4,33.3
Joonas Donskoi\donskjo01,SJS,6,2,4,33.3
Troy Brouwer\brouwtr01,STL,6,2,4,33.3
Ryan Johansen\johanry01,CBJ,6,2,4,33.3
Matt Duchene\duchema01,COL,3,1,2,33.3
Phil Kessel\kesseph01,PIT,3,1,2,33.3
Dan Boyle\boyleda01,NYR,3,1,2,33.3
Brian Flynn\flynnbr01,MTL,3,1,2,33.3
Matt Moulson\moulsma01,BUF,3,1,2,33.3
Cal Clutterbuck\cluttca01,NYI,3,1,2,33.3
Patrick Kane\kanepa01,CHI,3,1,2,33.3
Dmitrij Jaskin\jaskidm01,STL,3,1,2,33.3
Gabriel Landeskog\landega01,COL,3,1,2,33.3
Linden Vey\veyli01,VAN,3,1,2,33.3
Tyler Ennis\ennisty01,BUF,3,1,2,33.3
Mike Hoffman\hoffmmi02,OTT,3,1,2,33.3
Boone Jenner\jennebo01,CBJ,3,1,2,33.3
Jamie Benn\bennja01,DAL,3,1,2,33.3
Nicklas Backstrom\backsni02,WSH,3,1,2,33.3
Cam Atkinson\atkinca01,CBJ,10,3,7,30.0
Pavel Datsyuk\datsypa01,DET,7,2,5,28.6
Jonathan Huberdeau\huberjo01,FLA,7,2,5,28.6
Sidney Crosby\crosbsi01,PIT,8,2,6,25.0
James Neal\nealja01,NSH,4,1,3,25.0
Lars Eller\ellerla01,MTL,4,1,3,25.0
Adam Henrique\henriad01,NJD,4,1,3,25.0
Claude Giroux\giroucl01,PHI,9,2,7,22.2
Wayne Simmonds\simmowa01,PHI,5,1,4,20.0
Vincent Trocheck\trochvi01,FLA,5,1,4,20.0
Sean Monahan\monahse01,CGY,5,1,4,20.0
Jori Lehtera\lehtejo01,STL,5,1,4,20.0
Johnny Gaudreau\gaudrjo01,CGY,5,1,4,20.0
Jakub Voracek\voracja01,PHI,5,1,4,20.0
Zach Parise\parisza01,MIN,5,1,4,20.0
Jack Eichel\eicheja01,BUF,6,1,5,16.7
Lee Stempniak\stemple01,NJD,6,1,5,16.7
Evgeny Kuznetsov\kuzneev01,WSH,6,1,5,16.7
Kevin Shattenkirk\shattke01,STL,7,1,6,14.3
Joffrey Lupul\lupuljo01,TOR,7,1,6,14.3
Corey Perry\perryco01,ANA,7,1,6,14.3
John Tavares\tavarjo01,NYI,7,1,6,14.3
Tyler Bozak\bozakty01,TOR,7,1,6,14.3
Nazem Kadri\kadrina01,TOR,7,1,6,14.3
Alex Galchenyuk\galchal01,MTL,8,1,7,12.5
Vladimir Tarasenko\tarasvl01,STL,9,1,8,11.1
Ryan O'Reilly\oreilry01,BUF,6,0,6,0.0
Patrice Bergeron\bergepa01,BOS,5,0,5,0.0
Gustav Nyquist\nyquigu01,DET,5,0,5,0.0
Nikita Kucherov\kucheni01,TBL,4,0,4,0.0
Elias Lindholm\lindhel01,CAR,4,0,4,0.0
Chris Terry\terrych01,CAR,4,0,4,0.0
Mikko Koivu\koivumi01,MIN,4,0,4,0.0
Jeff Carter\carteje01,LAK,4,0,4,0.0
Evander Kane\kaneev01,BUF,4,0,4,0.0
Robby Fabbri\fabbrro01,STL,4,0,4,0.0
Sven Baertschi\baertsv01,VAN,4,0,4,0.0
Tyler Toffoli\toffoty01,LAK,3,0,3,0.0
Brad Marchand\marchbr03,BOS,3,0,3,0.0
Mark Stone\stonema01,OTT,3,0,3,0.0
David Desharnais\deshada01,MTL,3,0,3,0.0
Brayden Schenn\schenbr01,PHI,3,0,3,0.0
Ryan Kesler\keslery01,ANA,3,0,3,0.0
Jeff Skinner\skinnje01,CAR,3,0,3,0.0
Jonathan Toews\toewsjo01,CHI,3,0,3,0.0
Dylan Larkin\larkidy01,DET,2,0,2,0.0
Dustin Brown\browndu01,LAK,2,0,2,0.0
Brock Nelson\nelsobr01,NYI,2,0,2,0.0
Chris Higgins\higgich01,VAN,2,0,2,0.0
Jannik Hansen\hanseja01,VAN,2,0,2,0.0
Connor McDavid\mcdavco01,EDM,2,0,2,0.0
Patrik Elias\eliaspa01,NJD,2,0,2,0.0
Magnus Paajarvi\paajama01,STL,2,0,2,0.0
Tomas Tatar\tatarto01,DET,2,0,2,0.0
Brian Boyle\boylebr01,TBL,2,0,2,0.0
Chris Kunitz\kunitch01,PIT,2,0,2,0.0
Tanner Pearson\pearsta01,LAK,2,0,2,0.0
Zack Smith\smithza01,OTT,2,0,2,0.0
Rick Nash\nashri01,NYR,2,0,2,0.0
William Nylander\nylanwi01,TOR,2,0,2,0.0
Bryan Little\littlbr01,WPG,2,0,2,0.0
Victor Rask\raskvi01,CAR,2,0,2,0.0
James van Riemsdyk\vanrija01,TOR,2,0,2,0.0
Daniel Sedin\sedinda01,VAN,2,0,2,0.0
Bo Horvat\horvabo01,VAN,2,0,2,0.0
Alex Chiasson\chiasal01,OTT,1,0,1,0.0
Maxime Talbot\talboma01,BOS,1,0,1,0.0
Brody Sutter\suttebr05,CAR,1,0,1,0.0
Max Domi\domima01,ARI,1,0,1,0.0
Nick Bonino\boninni01,PIT,1,0,1,0.0
Jean-Gabriel Pageau\pageaje01,OTT,1,0,1,0.0
Teuvo Teravainen\teravte01,CHI,1,0,1,0.0
Scott Laughton\laughsc01,PHI,1,0,1,0.0
Roman Josi\josiro01,NSH,1,0,1,0.0
Jordie Benn\bennjo01,DAL,1,0,1,0.0
Markus Granlund\granlma01,VAN,1,0,1,0.0
Eric Staal\staaler01,CAR,1,0,1,0.0
Evgeny Medvedev\medveev01,PHI,1,0,1,0.0
Marcus Foligno\foligma01,BUF,1,0,1,0.0
Loui Eriksson\erikslo01,BOS,1,0,1,0.0
Ondrej Palat\palaton01,TBL,1,0,1,0.0
Darren Helm\helmda01,DET,1,0,1,0.0
Cody Ceci\cecico01,OTT,1,0,1,0.0
Derek Ryan\ryande01,CAR,1,0,1,0.0
Dominic Moore\mooredo01,NYR,1,0,1,0.0
Jaden Schwartz\schwaja01,STL,1,0,1,0.0
Kyle Palmieri\palmiky01,NJD,1,0,1,0.0
Oliver Bjorkstrand\bjorkol01,CBJ,1,0,1,0.0
Chris Wideman\widemch01,OTT,1,0,1,0.0
Victor Hedman\hedmavi01,TBL,1,0,1,0.0
Pat Maroon\maroopa01,EDM,1,0,1,0.0
Nathan Gerbe\gerbena01,CAR,1,0,1,0.0
Sam Bennett\bennesa01,CGY,1,0,1,0.0
Phillip Di Giuseppe\digiuph01,CAR,1,0,1,0.0
Evgeni Malkin\malkiev01,PIT,1,0,1,0.0
Erik Karlsson\karlser01,OTT,1,0,1,0.0
Brandon Saad\saadbr01,CBJ,1,0,1,0.0
Lauri Korpikoski\korpila01,EDM,1,0,1,0.0
Vincent Lecavalier\lecavvi01,LAK,1,0,1,0.0
Brad Boyes\boyesbr01,TOR,1,0,1,0.0
David Schlemko\schleda01,NJD,1,0,1,0.0
Zemgus Girgensons\girgeze01,BUF,1,0,1,0.0
Sergey Tolchinsky\tolchse01,CAR,1,0,1,0.0
Joseph Blandisi\blandjo01,NJD,1,0,1,0.0
Nikolaj Ehlers\ehlerni01,WPG,1,0,1,0.0
Joakim Nordstrom\nordsjo02,CAR,1,0,1,0.0
Mark Letestu\letesma01,EDM,1,0,1,0.0
Matt Cullen\cullema01,PIT,1,0,1,0.0
Henrik Zetterberg\zettehe01,DET,1,0,1,0.0
Matt Puempel\puempma01,OTT,1,0,1,0.0
Sean Couturier\coutuse01,PHI,1,0,1,0.0
Antoine Vermette\vermean01,ARI,1,0,1,0.0
Jonathan Drouin\drouijo01,TBL,1,0,1,0.0
Reilly Smith\smithre01,FLA,1,0,1,0.0
Paul Stastny\stastpa01,STL,1,0,1,0.0
Erik Johnson\johnser01,COL,1,0,1,0.0
Shayne Gostisbehere\gostish01,PHI,1,0,1,0.0
Matt Read\readma01,PHI,1,0,1,0.0
Vernon Fiddler\fiddlve01,DAL,1,0,1,0.0
Patrick Marleau\marlepa01,SJS,1,0,1,0.0
Nick Foligno\foligni01,CBJ,1,0,1,0.0
Ryan Ellis\ellisry01,NSH,1,0,1,0.0
John Klingberg\klingjo01,DAL,1,0,1,0.0
David Pastrnak\pastrda01,BOS,1,0,1,0.0
Rickard Rakell\rakelri01,ANA,1,0,1,0.0
Brian Gionta\giontbr01,BUF,1,0,1,0.0
Drew Stafford\staffdr01,WPG,1,0,1,0.0
Alex Pietrangelo\pietral01,STL,1,0,1,0.0
Colton Sceviour\scevico01,DAL,1,0,1,0.0
Brian Flynn\flynnbr01,BUF,2,2,0,100.0
Kevin Shattenkirk\shattke01,STL,2,2,0,100.0
Victor Hedman\hedmavi01,TBL,1,1,0,100.0
Sami Vatanen\vatansa01,ANA,1,1,0,100.0
John Carlson\carlsjo01,WSH,1,1,0,100.0
Dylan Olsen\olsendy01,FLA,1,1,0,100.0
Antoine Roussel\roussan01,DAL,1,1,0,100.0
Jeremy Morin\morinje01,CBJ,1,1,0,100.0
Sean Bergenheim\bergese01,FLA,1,1,0,100.0
Rob Klinkhammer\klinkro01,EDM,1,1,0,100.0
Rickard Rakell\rakelri01,ANA,1,1,0,100.0
Joel Ward\wardjo02,WSH,1,1,0,100.0
Jori Lehtera\lehtejo01,STL,1,1,0,100.0
Nick Cousins\cousini01,PHI,1,1,0,100.0
Brooks Laich\laichbr01,WSH,1,1,0,100.0
Maxime Talbot\talboma01,COL,1,1,0,100.0
William Karlsson\karlswi01,ANA,1,1,0,100.0
Andrew Shaw\shawan01,CHI,1,1,0,100.0
Martin Marincin\marinma01,EDM,1,1,0,100.0
Tommy Wingels\wingeto01,SJS,1,1,0,100.0
Derek MacKenzie\mackede01,FLA,1,1,0,100.0
Thomas Vanek\vanekth01,MIN,1,1,0,100.0
Brooks Orpik\orpikbr01,WSH,1,1,0,100.0
Alexandre Burrows\burroal01,VAN,1,1,0,100.0
Alexander Khokhlachev\khokhal01,BOS,1,1,0,100.0
Jason Pominville\pominja01,MIN,4,3,1,75.0
Tyler Seguin\seguity01,DAL,4,3,1,75.0
Jakob Silfverberg\silfvja01,ANA,13,9,4,69.2
Nathan MacKinnon\mackina01,COL,9,6,3,66.7
Max Pacioretty\pacioma01,MTL,3,2,1,66.7
Jarome Iginla\iginlja01,COL,3,2,1,66.7
Colton Sceviour\scevico01,DAL,3,2,1,66.7
Jacob Josefson\josefja01,NJD,8,5,3,62.5
Patrick Kane\kanepa01,CHI,10,6,4,60.0
Alexander Wennberg\wennbal01,CBJ,5,3,2,60.0
Chris Higgins\higgich01,VAN,5,3,2,60.0
Patrik Elias\eliaspa01,NJD,5,3,2,60.0
Dave Bolland\bollada01,FLA,5,3,2,60.0
Gustav Nyquist\nyquigu01,DET,14,8,6,57.1
P.A. Parenteau\parenpi01,MTL,7,4,3,57.1
Wayne Simmonds\simmowa01,PHI,7,4,3,57.1
Mike Santorelli\santomi01,TOR,7,4,3,57.1
Evgeny Kuznetsov\kuzneev01,WSH,9,5,4,55.6
Antoine Vermette\vermean01,ARI,9,5,4,55.6
Sidney Crosby\crosbsi01,PIT,9,5,4,55.6
Ryan Johansen\johanry01,CBJ,11,6,5,54.5
Vladimir Tarasenko\tarasvl01,STL,12,6,6,50.0
Jonathan Toews\toewsjo01,CHI,12,6,6,50.0
Kyle Okposo\okposky01,NYI,10,5,5,50.0
David Perron\perroda01,EDM,8,4,4,50.0
Mikko Koivu\koivumi01,MIN,6,3,3,50.0
Ryan O'Reilly\oreilry01,COL,6,3,3,50.0
Mats Zuccarello\zuccama01,NYR,6,3,3,50.0
Melker Karlsson\karlsme01,SJS,4,2,2,50.0
Drew Stafford\staffdr01,BUF,4,2,2,50.0
Derek Stepan\stepade01,NYR,4,2,2,50.0
Joffrey Lupul\lupuljo01,TOR,4,2,2,50.0
David Schlemko\schleda01,CGY,2,1,1,50.0
Riley Sheahan\sheahri01,DET,2,1,1,50.0
Troy Brouwer\brouwtr01,WSH,2,1,1,50.0
Shawn Horcoff\horcosh01,DAL,2,1,1,50.0
Charlie Coyle\coylech01,MIN,2,1,1,50.0
Cal Clutterbuck\cluttca01,NYI,2,1,1,50.0
Jack Johnson\johnsja02,CBJ,2,1,1,50.0
Darren Helm\helmda01,DET,2,1,1,50.0
Cody Hodgson\hodgsco01,BUF,2,1,1,50.0
Boone Jenner\jennebo01,CBJ,2,1,1,50.0
Josh Jooris\joorijo01,CGY,2,1,1,50.0
Daniel Briere\brierda01,COL,2,1,1,50.0
Milan Michalek\michami01,OTT,2,1,1,50.0
Lucas Lessio\lessilu01,ARI,2,1,1,50.0
Mika Zibanejad\zibanmi01,OTT,11,5,6,45.5
Frans Nielsen\nielsfr01,NYI,11,5,6,45.5
Matt Duchene\duchema01,COL,14,6,8,42.9
Chris Terry\terrych01,CAR,7,3,4,42.9
Brandon Pirri\pirribr01,FLA,7,3,4,42.9
Radim Vrbata\vrbatra01,VAN,7,3,4,42.9
Patrick Sharp\sharppa01,CHI,7,3,4,42.9
Nick Bonino\boninni01,VAN,7,3,4,42.9
Tyler Ennis\ennisty01,BUF,12,5,7,41.7
Jakub Voracek\voracja01,PHI,12,5,7,41.7
Ryan Kesler\keslery01,ANA,10,4,6,40.0
Nikita Kucherov\kucheni01,TBL,5,2,3,40.0
Elias Lindholm\lindhel01,CAR,5,2,3,40.0
Brent Burns\burnsbr01,SJS,5,2,3,40.0
Ryan Callahan\callary01,TBL,5,2,3,40.0
Rick Nash\nashri01,NYR,5,2,3,40.0
Evander Kane\kaneev01,WPG,5,2,3,40.0
Kris Letang\letankr01,PIT,5,2,3,40.0
Filip Forsberg\forsbfi01,NSH,8,3,5,37.5
Logan Couture\coutulo01,SJS,8,3,5,37.5
Alex Galchenyuk\galchal01,MTL,11,4,7,36.4
T.J. Oshie\oshietj01,STL,11,4,7,36.4
Bobby Ryan\ryanbo01,OTT,11,4,7,36.4
David Desharnais\deshada01,MTL,11,4,7,36.4
Blake Wheeler\wheelbl01,WPG,12,4,8,33.3
Corey Perry\perryco01,ANA,9,3,6,33.3
Tomas Tatar\tatarto01,DET,9,3,6,33.3
Alex Tanguay\tangual01,COL,9,3,6,33.3
Marian Gaborik\gaborma01,LAK,6,2,4,33.3
Scott Gomez\gomezsc01,NJD,6,2,4,33.3
Sean Monahan\monahse01,CGY,6,2,4,33.3
Mark Letestu\letesma01,CBJ,6,2,4,33.3
Johnny Gaudreau\gaudrjo01,CGY,6,2,4,33.3
Teddy Purcell\purcete01,EDM,6,2,4,33.3
Jiri Hudler\hudleji01,CGY,6,2,4,33.3
Josh Bailey\bailejo01,NYI,3,1,2,33.3
Gabriel Landeskog\landega01,COL,3,1,2,33.3
Mark Stone\stonema01,OTT,3,1,2,33.3
Vernon Fiddler\fiddlve01,DAL,3,1,2,33.3
Peter Holland\hollape01,TOR,3,1,2,33.3
Joakim Lindstrom\lindsjo01,STL,3,1,2,33.3
Lee Stempniak\stemple01,NYR,3,1,2,33.3
Martin St. Louis\stlouma01,NYR,3,1,2,33.3
Nazem Kadri\kadrina01,TOR,3,1,2,33.3
Shane Doan\doansh01,ARI,3,1,2,33.3
Eric Staal\staaler01,CAR,3,1,2,33.3
Kyle Turris\turriky01,OTT,13,4,9,30.8
Tyler Bozak\bozakty01,TOR,10,3,7,30.0
Nicklas Backstrom\backsni02,WSH,10,3,7,30.0
Nick Bjugstad\bjugsni01,FLA,14,4,10,28.6
Zach Parise\parisza01,MIN,7,2,5,28.6
Cam Atkinson\atkinca01,CBJ,7,2,5,28.6
Brad Boyes\boyesbr01,FLA,7,2,5,28.6
Brian Gionta\giontbr01,BUF,7,2,5,28.6
Pavel Datsyuk\datsypa01,DET,11,3,8,27.3
John Tavares\tavarjo01,NYI,11,3,8,27.3
Patrice Bergeron\bergepa01,BOS,12,3,9,25.0
Brad Marchand\marchbr03,BOS,8,2,6,25.0
Zemgus Girgensons\girgeze01,BUF,8,2,6,25.0
Alex Ovechkin\ovechal01,WSH,8,2,6,25.0
Sam Gagner\gagnesa01,ARI,8,2,6,25.0
Nathan Gerbe\gerbena01,CAR,4,1,3,25.0
Joe Colborne\colbojo01,CGY,4,1,3,25.0
Mike Cammalleri\cammami01,NJD,4,1,3,25.0
Aleksander Barkov\barkoal01,FLA,4,1,3,25.0
Matt Cullen\cullema01,NSH,4,1,3,25.0
James Neal\nealja01,NSH,4,1,3,25.0
Brendan Gallagher\gallabr01,MTL,4,1,3,25.0
Erik Karlsson\karlser01,OTT,4,1,3,25.0
Brandon Sutter\suttebr03,PIT,4,1,3,25.0
Roman Josi\josiro01,NSH,4,1,3,25.0
Jamie Benn\bennja01,DAL,4,1,3,25.0
Eric Fehr\fehrer01,WSH,4,1,3,25.0
Jonathan Huberdeau\huberjo01,FLA,13,3,10,23.1
Joe Pavelski\paveljo01,SJS,9,2,7,22.2
Craig Smith\smithcr01,NSH,9,2,7,22.2
Jeff Carter\carteje01,LAK,9,2,7,22.2
Bryan Little\littlbr01,WPG,9,2,7,22.2
Derek Roy\royde01,NSH,14,3,11,21.4
Matt Moulson\moulsma01,BUF,10,2,8,20.0
Andrew Ladd\laddan01,WPG,10,2,8,20.0
Alex Steen\steenal01,STL,10,2,8,20.0
Mikkel Boedker\boedkmi01,ARI,5,1,4,20.0
Mathieu Perreault\perrema01,WPG,5,1,4,20.0
Vincent Trocheck\trochvi01,FLA,5,1,4,20.0
Ryan Ellis\ellisry01,NSH,5,1,4,20.0
David Krejci\krejcda01,BOS,5,1,4,20.0
Ryan Nugent-Hopkins\nugenry01,EDM,5,1,4,20.0
Jordan Eberle\eberljo01,EDM,12,2,10,16.7
Jussi Jokinen\jokinju01,FLA,12,2,10,16.7
Jason Spezza\spezzja01,DAL,6,1,5,16.7
Victor Rask\raskvi01,CAR,6,1,5,16.7
Nail Yakupov\yakupna01,EDM,6,1,5,16.7
Evgeni Malkin\malkiev01,PIT,6,1,5,16.7
Torey Krug\krugto01,BOS,6,1,5,16.7
Patrick Marleau\marlepa01,SJS,6,1,5,16.7
Sean Couturier\coutuse01,PHI,8,1,7,12.5
Anze Kopitar\kopitan01,LAK,9,1,8,11.1
Reilly Smith\smithre01,BOS,9,1,8,11.1
Claude Giroux\giroucl01,PHI,12,1,11,8.3
Jeff Skinner\skinnje01,CAR,6,0,6,0.0
James van Riemsdyk\vanrija01,TOR,5,0,5,0.0
Mike Hoffman\hoffmmi02,OTT,5,0,5,0.0
Matt Read\readma01,PHI,5,0,5,0.0
Tyler Toffoli\toffoty01,LAK,4,0,4,0.0
Ryan Strome\stromry01,NYI,4,0,4,0.0
Loui Eriksson\erikslo01,BOS,4,0,4,0.0
Henrik Zetterberg\zettehe01,DET,4,0,4,0.0
Nick Foligno\foligni01,CBJ,4,0,4,0.0
Matt Hendricks\hendrma01,EDM,4,0,4,0.0
David Pastrnak\pastrda01,BOS,4,0,4,0.0
Vincent Lecavalier\lecavvi01,PHI,4,0,4,0.0
Brayden Schenn\schenbr01,PHI,3,0,3,0.0
Artem Anisimov\anisiar01,CBJ,3,0,3,0.0
Joe Thornton\thornjo01,SJS,3,0,3,0.0
Brock Nelson\nelsobr01,NYI,3,0,3,0.0
Ales Hemsky\hemskal01,DAL,3,0,3,0.0
Lars Eller\ellerla01,MTL,3,0,3,0.0
Steven Stamkos\stamkst01,TBL,3,0,3,0.0
Matt Calvert\calvema01,CBJ,3,0,3,0.0
Alexander Semin\seminal01,CAR,3,0,3,0.0
Tomas Plekanec\plekato01,MTL,3,0,3,0.0
Stephen Weiss\weissst01,DET,3,0,3,0.0
Tomas Hertl\hertlto01,SJS,3,0,3,0.0
Ondrej Palat\palaton01,TBL,2,0,2,0.0
Chris Stewart\stewach02,BUF,2,0,2,0.0
Taylor Hall\hallta02,EDM,2,0,2,0.0
Oliver Ekman-Larsson\ekmanol01,ARI,2,0,2,0.0
Jimmy Hayes\hayesji01,FLA,2,0,2,0.0
Carl Soderberg\soderca01,BOS,2,0,2,0.0
Chris Kunitz\kunitch01,PIT,2,0,2,0.0
Niklas Kronwall\kronwni01,DET,2,0,2,0.0
Barclay Goodrow\goodrba01,SJS,2,0,2,0.0
Mark Arcobello\arcobma01,EDM,2,0,2,0.0
Matt Fraser\frasema02,EDM,2,0,2,0.0
Ryan Getzlaf\getzlry01,ANA,2,0,2,0.0
Jonathan Drouin\drouijo01,TBL,2,0,2,0.0
John Mitchell\mitchjo01,COL,2,0,2,0.0
Benoit Pouliot\poulibe01,EDM,2,0,2,0.0
Mark Scheifele\scheima01,WPG,2,0,2,0.0
Adam Henrique\henriad01,NJD,2,0,2,0.0
Jaromir Jagr\jagrja01,NJD,2,0,2,0.0
Tomas Fleischmann\fleisto01,FLA,2,0,2,0.0
Justin Schultz\schulju01,EDM,2,0,2,0.0
Alex Chiasson\chiasal01,OTT,2,0,2,0.0
Marek Zidlicky\zidlima01,NJD,2,0,2,0.0
John Klingberg\klingjo01,DAL,2,0,2,0.0
Tyson Barrie\barrity01,COL,2,0,2,0.0
Anton Lander\landean01,EDM,2,0,2,0.0
Milan Lucic\lucicmi01,BOS,2,0,2,0.0
Seth Griffith\griffse01,BOS,2,0,2,0.0
Ryan Spooner\spoonry01,BOS,2,0,2,0.0
Travis Zajac\zajactr01,NJD,2,0,2,0.0
Nino Niederreiter\niedeni01,MIN,2,0,2,0.0
Steve Downie\downist01,PIT,1,0,1,0.0
Justin Williams\williju01,LAK,1,0,1,0.0
Valtteri Filppula\filppva01,TBL,1,0,1,0.0
Michael Latta\lattami01,WSH,1,0,1,0.0
Jason Chimera\chimeja01,WSH,1,0,1,0.0
Erik Cole\coleer01,DAL,1,0,1,0.0
Kevin Connauton\connake01,CBJ,1,0,1,0.0
Michael Ryder\rydermi01,NJD,1,0,1,0.0
Simon Despres\desprsi01,PIT,1,0,1,0.0
Patrick Eaves\eavespa01,DAL,1,0,1,0.0
Olli Jokinen\jokinol01,NSH,1,0,1,0.0
Brad Richards\richabr01,CHI,1,0,1,0.0
Ryan Hamilton\hamilry01,EDM,1,0,1,0.0
Tomas Jurco\jurcoto01,DET,1,0,1,0.0
Ryan Murphy\murphry01,CAR,1,0,1,0.0
Jarret Stoll\stollja01,LAK,1,0,1,0.0
Clarke MacArthur\macarcl01,OTT,1,0,1,0.0
Matt Irwin\irwinma01,SJS,1,0,1,0.0
Iiro Pakarinen\pakarii01,EDM,1,0,1,0.0
Mason Raymond\raymoma01,CGY,1,0,1,0.0
Mikael Granlund\granlmi01,MIN,1,0,1,0.0
Andre Burakovsky\burakan01,WSH,1,0,1,0.0
Mike Richards\richami02,LAK,1,0,1,0.0
Dominic Moore\mooredo01,NYR,1,0,1,0.0
Scottie Upshall\upshasc01,FLA,1,0,1,0.0
Boyd Gordon\gordobo01,EDM,1,0,1,0.0
Jiri Tlusty\tlustji01,CAR,1,0,1,0.0
David Legwand\legwada01,OTT,1,0,1,0.0
Dmitrij Jaskin\jaskidm01,STL,1,0,1,0.0
Reid Boucher\bouchre01,NJD,1,0,1,0.0
Marcus Johansson\johanma03,WSH,1,0,1,0.0
Tyler Kennedy\kennety01,SJS,1,0,1,0.0
Devante Smith-Pelly\smithde06,ANA,1,0,1,0.0
Matt Niskanen\niskama01,WSH,1,0,1,0.0
Mikhail Grabovski\grabomi01,NYI,1,0,1,0.0
Dan Boyle\boyleda01,NYR,1,0,1,0.0
Brandon Saad\saadbr01,CHI,1,0,1,0.0
Corban Knight\knighco01,CGY,1,0,1,0.0
Phil Varone\varonph01,BUF,1,0,1,0.0
Martin Havlat\havlama01,NJD,1,0,1,0.0
Erik Gudbranson\gudbrer01,FLA,1,0,1,0.0
