Player,Tm,Att.,Made,Miss,Pct.
Reilly Smith\smithre01,VEG,3,2,1,66.7
Jack Johnson\johnsja02,CBJ,3,2,1,66.7
Ryan Nugent-Hopkins\nugenry01,EDM,3,2,1,66.7
Brock McGinn\mcginbr01,CAR,3,2,1,66.7
Brayden Point\pointbr01,TBL,8,5,3,62.5
Joe Pavelski\paveljo01,SJS,8,5,3,62.5
Artemi Panarin\panarar01,CBJ,10,6,4,60.0
Steven Stamkos\stamkst01,TBL,5,3,2,60.0
Joonas Donskoi\donskjo01,SJS,5,3,2,60.0
Tyler Seguin\seguity01,DAL,7,4,3,57.1
Mats Zuccarello\zuccama01,NYR,7,4,3,57.1
Bryan Little\littlbr01,WPG,6,3,3,50.0
Logan Couture\coutulo01,SJS,6,3,3,50.0
Auston Matthews\matthau01,TOR,6,3,3,50.0
Sidney Crosby\crosbsi01,PIT,4,2,2,50.0
Brian Boyle\boylebr01,NJD,4,2,2,50.0
Mike Hoffman\hoffmmi02,OTT,4,2,2,50.0
Evgeni Malkin\malkiev01,PIT,4,2,2,50.0
Johnny Gaudreau\gaudrjo01,CGY,2,1,1,50.0
Nino Niederreiter\niedeni01,MIN,2,1,1,50.0
Jimmy Vesey\veseyji02,NYR,2,1,1,50.0
Nick Bjugstad\bjugsni01,FLA,2,1,1,50.0
Tim Heed\heedti01,SJS,2,1,1,50.0
Daniel Sedin\sedinda01,VAN,2,1,1,50.0
Trevor Lewis\lewistr01,LAK,2,1,1,50.0
Tomas Tatar\tatarto01,DET,2,1,1,50.0
Antoine Vermette\vermean01,ANA,2,1,1,50.0
Alex DeBrincat\debrial01,CHI,2,1,1,50.0
Kris Letang\letankr01,PIT,2,1,1,50.0
Markus Granlund\granlma01,VAN,2,1,1,50.0
Teuvo Teravainen\teravte01,CAR,2,1,1,50.0
Jake Debrusk\debruja01,BOS,2,1,1,50.0
Nick Ritchie\ritchni01,ANA,2,1,1,50.0
Nick Schmaltz\schmani01,CHI,2,1,1,50.0
Mikael Granlund\granlmi01,MIN,2,1,1,50.0
Brock Boeser\boesebr01,VAN,2,1,1,50.0
Kyle Turris\turriky01,OTT,13,6,7,46.2
Mika Zibanejad\zibanmi01,NYR,7,3,4,42.9
Alexander Radulov\radulal01,DAL,7,3,4,42.9
Drew Stafford\staffdr01,NJD,7,3,4,42.9
Kevin Labanc\labanke01,SJS,5,2,3,40.0
Cam Atkinson\atkinca01,CBJ,5,2,3,40.0
Matt Duchene\duchema01,COL,5,2,3,40.0
David Pastrnak\pastrda01,BOS,5,2,3,40.0
Leon Draisaitl\draisle01,EDM,5,2,3,40.0
Paul Byron\byronpa01,MTL,8,3,5,37.5
Corey Perry\perryco01,ANA,8,3,5,37.5
Jakub Voracek\voracja01,PHI,8,3,5,37.5
Rickard Rakell\rakelri01,ANA,9,3,6,33.3
Ryan Ellis\ellisry01,NSH,6,2,4,33.3
Vincent Trocheck\trochvi01,FLA,6,2,4,33.3
Kyle Palmieri\palmiky01,NJD,6,2,4,33.3
Clayton Keller\kellecl01,ARI,6,2,4,33.3
Jordan Eberle\eberljo01,NYI,6,2,4,33.3
Patrik Laine\lainepa01,WPG,6,2,4,33.3
Gustav Nyquist\nyquigu01,DET,6,2,4,33.3
Pierre-Luc Dubois\duboipi01,CBJ,3,1,2,33.3
Nathan MacKinnon\mackina01,COL,3,1,2,33.3
Mathew Barzal\barzama01,NYI,3,1,2,33.3
Anze Kopitar\kopitan01,LAK,3,1,2,33.3
Evgeny Kuznetsov\kuzneev01,WSH,3,1,2,33.3
Mikko Rantanen\rantami01,COL,3,1,2,33.3
Sam Reinhart\reinhsa01,BUF,3,1,2,33.3
Brandon Montour\montobr01,ANA,3,1,2,33.3
Mark Stone\stonema01,OTT,3,1,2,33.3
Andreas Athanasiou\athanan01,DET,3,1,2,33.3
Patrick Kane\kanepa01,CHI,3,1,2,33.3
Cam Fowler\fowleca01,ANA,3,1,2,33.3
Sean Monahan\monahse01,CGY,7,2,5,28.6
Jordan Weal\wealjo01,PHI,7,2,5,28.6
Jonathan Drouin\drouijo01,MTL,8,2,6,25.0
Mitch Marner\marnemi01,TOR,8,2,6,25.0
Taylor Hall\hallta02,NJD,8,2,6,25.0
T.J. Oshie\oshietj01,WSH,4,1,3,25.0
Blake Wheeler\wheelbl01,WPG,4,1,3,25.0
Charlie Coyle\coylech01,MIN,4,1,3,25.0
Jason Spezza\spezzja01,DAL,4,1,3,25.0
Sam Gagner\gagnesa01,VAN,4,1,3,25.0
Erik Haula\haulaer01,VEG,4,1,3,25.0
Kevin Shattenkirk\shattke01,NYR,4,1,3,25.0
Ryan Getzlaf\getzlry01,ANA,4,1,3,25.0
Bobby Ryan\ryanbo01,OTT,4,1,3,25.0
Sean Couturier\coutuse01,PHI,4,1,3,25.0
Jussi Jokinen\jokinju01,LAK,4,1,3,25.0
Jaccob Slavin\slavija01,CAR,4,1,3,25.0
Craig Smith\smithcr01,NSH,4,1,3,25.0
James van Riemsdyk\vanrija01,TOR,4,1,3,25.0
Filip Forsberg\forsbfi01,NSH,10,2,8,20.0
Kevin Fiala\fialake01,NSH,10,2,8,20.0
Derek Stepan\stepade01,ARI,5,1,4,20.0
William Nylander\nylanwi01,TOR,5,1,4,20.0
John Tavares\tavarjo01,NYI,5,1,4,20.0
Jesper Bratt\brattje01,NJD,5,1,4,20.0
Ondrej Kase\kaseon01,ANA,5,1,4,20.0
Brad Marchand\marchbr03,BOS,5,1,4,20.0
Sebastian Aho\ahose01,CAR,5,1,4,20.0
Patrick Marleau\marlepa01,TOR,5,1,4,20.0
Chris Tierney\tiernch01,SJS,5,1,4,20.0
Adam Henrique\henriad01,NJD,5,1,4,20.0
Alex Tuch\tuchal01,VEG,5,1,4,20.0
Nikita Kucherov\kucheni01,TBL,5,1,4,20.0
Brent Burns\burnsbr01,SJS,5,1,4,20.0
Oliver Bjorkstrand\bjorkol01,CBJ,5,1,4,20.0
David Perron\perroda01,VEG,5,1,4,20.0
Tom Pyatt\pyattto01,OTT,5,1,4,20.0
Nolan Patrick\patrino01,PHI,5,1,4,20.0
Claude Giroux\giroucl01,PHI,6,0,6,0.0
Mikko Koivu\koivumi01,MIN,6,0,6,0.0
Jakob Silfverberg\silfvja01,ANA,5,0,5,0.0
Jonathan Huberdeau\huberjo01,FLA,5,0,5,0.0
Jonathan Marchessault\audymjo01,VEG,4,0,4,0.0
Travis Konecny\konectr01,PHI,4,0,4,0.0
Max Pacioretty\pacioma01,MTL,4,0,4,0.0
Alexander Wennberg\wennbal01,CBJ,4,0,4,0.0
Dylan Larkin\larkidy01,DET,3,0,3,0.0
Eric Staal\staaler01,MIN,3,0,3,0.0
Viktor Arvidsson\arvidvi01,NSH,3,0,3,0.0
James Neal\nealja01,VEG,3,0,3,0.0
Brendan Perlini\perlibr01,ARI,3,0,3,0.0
William Karlsson\karlswi01,VEG,3,0,3,0.0
Henrik Zetterberg\zettehe01,DET,3,0,3,0.0
Derick Brassard\brassde01,OTT,3,0,3,0.0
Thomas Vanek\vanekth01,VAN,3,0,3,0.0
Trevor Daley\daleytr01,DET,2,0,2,0.0
Alex Galchenyuk\galchal01,MTL,2,0,2,0.0
Erik Karlsson\karlser01,OTT,2,0,2,0.0
Micheal Ferland\ferlami01,CGY,2,0,2,0.0
Justin Williams\williju01,CAR,2,0,2,0.0
Tomas Hertl\hertlto01,SJS,2,0,2,0.0
Ryan O'Reilly\oreilry01,BUF,2,0,2,0.0
Anthony Duclair\duclaan01,ARI,2,0,2,0.0
Anthony Beauvillier\beauvan01,NYI,2,0,2,0.0
Ryan Spooner\spoonry01,BOS,2,0,2,0.0
Phil Kessel\kesseph01,PIT,2,0,2,0.0
Ryan Callahan\callary01,TBL,2,0,2,0.0
Charles Hudon\hudonch01,MTL,2,0,2,0.0
Jonathan Toews\toewsjo01,CHI,2,0,2,0.0
Patrice Bergeron\bergepa01,BOS,2,0,2,0.0
Oliver Ekman-Larsson\ekmanol01,ARI,2,0,2,0.0
Pavel Buchnevich\buchnpa01,NYR,2,0,2,0.0
Danton Heinen\heineda01,BOS,2,0,2,0.0
Mikael Backlund\backlmi01,CGY,2,0,2,0.0
Henrik Sedin\sedinhe01,VAN,2,0,2,0.0
David Desharnais\deshada01,NYR,2,0,2,0.0
Sonny Milano\milanso01,CBJ,2,0,2,0.0
Boone Jenner\jennebo01,CBJ,2,0,2,0.0
Richard Panik\panikri01,ARI,2,0,2,0.0
Artturi Lehkonen\lehkoar01,MTL,2,0,2,0.0
Jason Pominville\pominja01,BUF,2,0,2,0.0
Nico Hischier\hischni01,NJD,2,0,2,0.0
Kris Versteeg\verstkr01,CGY,2,0,2,0.0
Brian Gibbons\gibbobr02,NJD,2,0,2,0.0
Riley Nash\nashri02,BOS,2,0,2,0.0
Brandon Pirri\pirribr01,VEG,1,0,1,0.0
Martin Frk\frkma01,DET,1,0,1,0.0
Pavel Zacha\zachapa01,NJD,1,0,1,0.0
Jonny Brodzinski\brodzjo01,LAK,1,0,1,0.0
David Schlemko\schleda01,MTL,1,0,1,0.0
Nikolaj Ehlers\ehlerni01,WPG,1,0,1,0.0
David Krejci\krejcda01,BOS,1,0,1,0.0
Niklas Hjalmarsson\hjalmni01,ARI,1,0,1,0.0
Chris Kunitz\kunitch01,TBL,1,0,1,0.0
Zach Werenski\werenza01,CBJ,1,0,1,0.0
Jared McCann\mccanja01,FLA,1,0,1,0.0
Connor Brown\brownco02,TOR,1,0,1,0.0
Travis Zajac\zajactr01,NJD,1,0,1,0.0
Marian Gaborik\gaborma01,OTT,1,0,1,0.0
Brendan Gallagher\gallabr01,MTL,1,0,1,0.0
Markus Hannikainen\hannima01,CBJ,1,0,1,0.0
Wayne Simmonds\simmowa01,PHI,1,0,1,0.0
Tim Schaller\schalti01,BOS,1,0,1,0.0
Ryan Dzingel\dzingry01,OTT,1,0,1,0.0
Alexander Edler\edleral01,VAN,1,0,1,0.0
Bo Horvat\horvabo01,VAN,1,0,1,0.0
Logan Shaw\shawlo01,ANA,1,0,1,0.0
Will Butcher\butchwi01,NJD,1,0,1,0.0
Jared Spurgeon\spurgja01,MIN,1,0,1,0.0
Nick Foligno\foligni01,CBJ,1,0,1,0.0
Jason Zucker\zuckeja01,MIN,1,0,1,0.0
Kasperi Kapanen\kapanka01,TOR,1,0,1,0.0
Anthony Mantha\manthan01,DET,1,0,1,0.0
Michael Raffl\rafflmi01,PHI,1,0,1,0.0
Derek Ryan\ryande01,CAR,1,0,1,0.0
Tyler Toffoli\toffoty01,LAK,1,0,1,0.0
Justin Faulk\faulkju01,CAR,1,0,1,0.0
Anders Lee\leean01,NYI,1,0,1,0.0
Ryan Johansen\johanry01,NSH,1,0,1,0.0
Tomas Jurco\jurcoto01,CHI,1,0,1,0.0
J.T. Miller\millejt01,NYR,1,0,1,0.0
Jeff Carter\carteje01,LAK,1,0,1,0.0
Sam Bennett\bennesa01,CGY,1,0,1,0.0
Nicklas Backstrom\backsni02,WSH,1,0,1,0.0
Evgenii Dadonov\dadonev01,FLA,1,0,1,0.0
Shayne Gostisbehere\gostish01,PHI,1,0,1,0.0
Damon Severson\severda01,NJD,1,0,1,0.0
Benoit Pouliot\poulibe01,BUF,1,0,1,0.0
Brandon Sutter\suttebr03,VAN,1,0,1,0.0
Denis Malgin\malgide01,FLA,1,0,1,0.0
Mathew Dumba\dumbama01,MIN,1,0,1,0.0
Yanni Gourde\gourdya01,TBL,1,0,1,0.0
Mark Jankowski\jankoma01,CGY,1,0,1,0.0
Matt Cullen\cullema01,MIN,1,0,1,0.0
Nikolay Goldobin\goldoni01,VAN,1,0,1,0.0
Max Domi\domima01,ARI,1,0,1,0.0
Brandon Dubinsky\dubinbr01,CBJ,1,0,1,0.0
Jamie Benn\bennja01,DAL,1,0,1,0.0
Tobias Rieder\riedeto01,ARI,1,0,1,0.0
Ben Hutton\huttobe01,VAN,1,0,1,0.0
Christian Dvorak\dvorach01,ARI,1,0,1,0.0
Mark Letestu\letesma01,EDM,1,0,1,0.0
Roman Josi\josiro01,NSH,1,0,1,0.0
Frank Vatrano\vatrafr01,BOS,1,0,1,0.0
Artem Anisimov\anisiar01,CHI,1,0,1,0.0
Mikhail Sergachev\sergami01,TBL,1,0,1,0.0
Tyler Ennis\ennisty01,MIN,1,0,1,0.0
Nick Bonino\boninni01,NSH,1,0,1,0.0
Josh Manson\mansojo01,ANA,1,0,1,0.0
Thomas Chabot\chaboth01,OTT,1,0,1,0.0
Cory Conacher\conacco01,TBL,1,0,1,0.0
Matt Hendricks\hendrma01,WPG,1,0,1,0.0
Radim Vrbata\vrbatra01,FLA,1,0,1,0.0
Derek Grant\grantde01,ANA,1,0,1,0.0
Thomas Vanek\vanekth01,DET,5,5,0,100.0
Lee Stempniak\stemple01,CAR,3,3,0,100.0
Logan Couture\coutulo01,SJS,2,2,0,100.0
Chris Stewart\stewach02,MIN,2,2,0,100.0
Zemgus Girgensons\girgeze01,BUF,1,1,0,100.0
Mathieu Perreault\perrema01,WPG,1,1,0,100.0
Bryan Bickell\bickebr01,CAR,1,1,0,100.0
Thomas Hickey\hicketh01,NYI,1,1,0,100.0
Evgeny Svechnikov\svechev01,DET,1,1,0,100.0
Brandon Montour\montobr01,ANA,1,1,0,100.0
Kevin Labanc\labanke01,SJS,1,1,0,100.0
Eric Staal\staaler01,MIN,1,1,0,100.0
Kevin Hayes\hayeske01,NYR,1,1,0,100.0
Rasmus Ristolainen\ristora01,BUF,1,1,0,100.0
Ryan Strome\stromry01,NYI,1,1,0,100.0
Brock McGinn\mcginbr01,CAR,1,1,0,100.0
Dwight King\kingdw01,LAK,1,1,0,100.0
Anthony DeAngelo\deangan01,ARI,1,1,0,100.0
Shea Theodore\theodsh01,ANA,1,1,0,100.0
Kris Versteeg\verstkr01,CGY,5,4,1,80.0
Artemi Panarin\panarar01,CHI,5,4,1,80.0
Alexander Radulov\radulal01,MTL,5,4,1,80.0
Jeff Carter\carteje01,LAK,4,3,1,75.0
Patrik Laine\lainepa01,WPG,4,3,1,75.0
Paul Byron\byronpa01,MTL,4,3,1,75.0
Henrik Zetterberg\zettehe01,DET,4,3,1,75.0
Jason Pominville\pominja01,MIN,4,3,1,75.0
Brayden Point\pointbr01,TBL,7,5,2,71.4
Aleksander Barkov\barkoal01,FLA,10,7,3,70.0
T.J. Oshie\oshietj01,WSH,6,4,2,66.7
Tyler Seguin\seguity01,DAL,3,2,1,66.7
Brian Boyle\boylebr01,TBL,3,2,1,66.7
Ryan Ellis\ellisry01,NSH,3,2,1,66.7
Jacob Josefson\josefja01,NJD,3,2,1,66.7
Ondrej Kase\kaseon01,ANA,3,2,1,66.7
Patrick Eaves\eavespa01,DAL,3,2,1,66.7
Jordan Weal\wealjo01,PHI,3,2,1,66.7
John Tavares\tavarjo01,NYI,3,2,1,66.7
Bo Horvat\horvabo01,VAN,3,2,1,66.7
Brendan Perlini\perlibr01,ARI,3,2,1,66.7
Ryan Getzlaf\getzlry01,ANA,5,3,2,60.0
Mats Zuccarello\zuccama01,NYR,7,4,3,57.1
Radim Vrbata\vrbatra01,ARI,8,4,4,50.0
Phil Kessel\kesseph01,PIT,6,3,3,50.0
Gustav Nyquist\nyquigu01,DET,6,3,3,50.0
Leon Draisaitl\draisle01,EDM,6,3,3,50.0
Mikko Koivu\koivumi01,MIN,4,2,2,50.0
Sam Gagner\gagnesa01,CBJ,4,2,2,50.0
Markus Granlund\granlma01,VAN,4,2,2,50.0
Connor McDavid\mcdavco01,EDM,4,2,2,50.0
Kris Letang\letankr01,PIT,4,2,2,50.0
Jonathan Toews\toewsjo01,CHI,4,2,2,50.0
Brad Marchand\marchbr03,BOS,4,2,2,50.0
Cam Atkinson\atkinca01,CBJ,4,2,2,50.0
Mike Cammalleri\cammami01,NJD,4,2,2,50.0
Riley Nash\nashri02,BOS,2,1,1,50.0
James Neal\nealja01,NSH,2,1,1,50.0
Cal O'Reilly\oreilca01,BUF,2,1,1,50.0
Nick Leddy\leddyni01,NYI,2,1,1,50.0
Jonathan Huberdeau\huberjo01,FLA,2,1,1,50.0
Anthony Beauvillier\beauvan01,NYI,2,1,1,50.0
Bryan Little\littlbr01,WPG,2,1,1,50.0
Patrik Berglund\berglpa01,STL,2,1,1,50.0
Brian Flynn\flynnbr01,MTL,2,1,1,50.0
Jimmy Hayes\hayesji01,BOS,2,1,1,50.0
Richard Panik\panikri01,CHI,2,1,1,50.0
Alex Steen\steenal01,STL,2,1,1,50.0
Nikolai Kulemin\kulemni01,NYI,2,1,1,50.0
Jakub Voracek\voracja01,PHI,11,5,6,45.5
Mark Letestu\letesma01,EDM,9,4,5,44.4
Evgeny Kuznetsov\kuzneev01,WSH,7,3,4,42.9
Kyle Turris\turriky01,OTT,10,4,6,40.0
Anze Kopitar\kopitan01,LAK,5,2,3,40.0
Sebastian Aho\ahose01,CAR,5,2,3,40.0
Rickard Rakell\rakelri01,ANA,5,2,3,40.0
Erik Karlsson\karlser01,OTT,5,2,3,40.0
Jonathan Drouin\drouijo01,TBL,5,2,3,40.0
Bobby Ryan\ryanbo01,OTT,8,3,5,37.5
Mitch Marner\marnemi01,TOR,8,3,5,37.5
Sidney Crosby\crosbsi01,PIT,8,3,5,37.5
Vincent Trocheck\trochvi01,FLA,11,4,7,36.4
Claude Giroux\giroucl01,PHI,12,4,8,33.3
Jaccob Slavin\slavija01,CAR,6,2,4,33.3
Nikita Kucherov\kucheni01,TBL,6,2,4,33.3
Sam Reinhart\reinhsa01,BUF,6,2,4,33.3
Anthony Duclair\duclaan01,ARI,6,2,4,33.3
Brandon Sutter\suttebr03,VAN,3,1,2,33.3
Cam Fowler\fowleca01,ANA,3,1,2,33.3
Tom Pyatt\pyattto01,OTT,3,1,2,33.3
Shayne Gostisbehere\gostish01,PHI,3,1,2,33.3
Oliver Ekman-Larsson\ekmanol01,ARI,3,1,2,33.3
Wayne Simmonds\simmowa01,PHI,3,1,2,33.3
Jordan Eberle\eberljo01,EDM,3,1,2,33.3
Peter Holland\hollape01,TOR,3,1,2,33.3
Mark Scheifele\scheima01,WPG,3,1,2,33.3
Ryan O'Reilly\oreilry01,BUF,3,1,2,33.3
David Perron\perroda01,STL,3,1,2,33.3
Matt Duchene\duchema01,COL,3,1,2,33.3
Taylor Hall\hallta02,NJD,3,1,2,33.3
Jimmy Vesey\veseyji02,NYR,3,1,2,33.3
Jamie Benn\bennja01,DAL,3,1,2,33.3
Nathan MacKinnon\mackina01,COL,3,1,2,33.3
Frans Nielsen\nielsfr01,DET,8,2,6,25.0
Auston Matthews\matthau01,TOR,8,2,6,25.0
P.A. Parenteau\parenpi01,NJD,4,1,3,25.0
Mika Zibanejad\zibanmi01,NYR,4,1,3,25.0
Tanner Pearson\pearsta01,LAK,4,1,3,25.0
Vladimir Tarasenko\tarasvl01,STL,4,1,3,25.0
David Pastrnak\pastrda01,BOS,4,1,3,25.0
Patrick Kane\kanepa01,CHI,5,1,4,20.0
Ryan Spooner\spoonry01,BOS,5,1,4,20.0
Nicklas Backstrom\backsni02,WSH,5,1,4,20.0
Evgeni Malkin\malkiev01,PIT,5,1,4,20.0
Andreas Athanasiou\athanan01,DET,6,1,5,16.7
Jakob Silfverberg\silfvja01,ANA,6,1,5,16.7
Sean Monahan\monahse01,CGY,6,1,5,16.7
Corey Perry\perryco01,ANA,6,1,5,16.7
Nick Cousins\cousini01,PHI,6,0,6,0.0
Kyle Okposo\okposky01,BUF,5,0,5,0.0
Jeff Skinner\skinnje01,CAR,5,0,5,0.0
Ryan Johansen\johanry01,NSH,5,0,5,0.0
Andrew Ladd\laddan01,NYI,4,0,4,0.0
Max Pacioretty\pacioma01,MTL,4,0,4,0.0
Zach Parise\parisza01,MIN,4,0,4,0.0
Alexandre Burrows\burroal01,VAN,3,0,3,0.0
Nick Bonino\boninni01,PIT,3,0,3,0.0
Tyler Bozak\bozakty01,TOR,3,0,3,0.0
Travis Konecny\konectr01,PHI,3,0,3,0.0
Filip Forsberg\forsbfi01,NSH,3,0,3,0.0
Alex Ovechkin\ovechal01,WSH,3,0,3,0.0
Ryan Nugent-Hopkins\nugenry01,EDM,3,0,3,0.0
Nick Bjugstad\bjugsni01,FLA,3,0,3,0.0
Charlie Coyle\coylech01,MIN,3,0,3,0.0
Marian Gaborik\gaborma01,LAK,3,0,3,0.0
Blake Wheeler\wheelbl01,WPG,3,0,3,0.0
Jack Eichel\eicheja01,BUF,3,0,3,0.0
Loui Eriksson\erikslo01,VAN,3,0,3,0.0
Johnny Gaudreau\gaudrjo01,CGY,3,0,3,0.0
Tomas Tatar\tatarto01,DET,3,0,3,0.0
Alexander Wennberg\wennbal01,CBJ,3,0,3,0.0
Joe Pavelski\paveljo01,SJS,3,0,3,0.0
Drew Stafford\staffdr01,WPG,2,0,2,0.0
Antoine Vermette\vermean01,ANA,2,0,2,0.0
Nikita Soshnikov\soshnni01,TOR,2,0,2,0.0
Seth Griffith\griffse01,FLA,2,0,2,0.0
Robby Fabbri\fabbrro01,STL,2,0,2,0.0
Sam Bennett\bennesa01,CGY,2,0,2,0.0
Craig Smith\smithcr01,NSH,2,0,2,0.0
Dustin Brown\browndu01,LAK,2,0,2,0.0
William Nylander\nylanwi01,TOR,2,0,2,0.0
Alex Galchenyuk\galchal01,MTL,2,0,2,0.0
Kevin Shattenkirk\shattke01,STL,2,0,2,0.0
Cal Clutterbuck\cluttca01,NYI,2,0,2,0.0
Derek Stepan\stepade01,NYR,2,0,2,0.0
David Krejci\krejcda01,BOS,2,0,2,0.0
Mark Stone\stonema01,OTT,2,0,2,0.0
Nic Dowd\dowdni01,LAK,2,0,2,0.0
Sven Baertschi\baertsv01,VAN,2,0,2,0.0
Reilly Smith\smithre01,FLA,2,0,2,0.0
Josh Bailey\bailejo01,NYI,2,0,2,0.0
Steven Stamkos\stamkst01,TBL,2,0,2,0.0
Dylan Larkin\larkidy01,DET,2,0,2,0.0
Mikko Rantanen\rantami01,COL,2,0,2,0.0
Nick Ritchie\ritchni01,ANA,2,0,2,0.0
Valtteri Filppula\filppva01,TBL,2,0,2,0.0
Jason Chimera\chimeja01,NYI,2,0,2,0.0
Brayden Schenn\schenbr01,PHI,2,0,2,0.0
Patrice Bergeron\bergepa01,BOS,2,0,2,0.0
Teuvo Teravainen\teravte01,CAR,2,0,2,0.0
James van Riemsdyk\vanrija01,TOR,2,0,2,0.0
Ryan Kesler\keslery01,ANA,2,0,2,0.0
Jussi Jokinen\jokinju01,FLA,2,0,2,0.0
Brian Gionta\giontbr01,BUF,2,0,2,0.0
Nazem Kadri\kadrina01,TOR,2,0,2,0.0
Derick Brassard\brassde01,OTT,2,0,2,0.0
Torey Krug\krugto01,BOS,2,0,2,0.0
Tyler Johnson\johnsty01,TBL,1,0,1,0.0
Roman Lyubimov\lyubiro01,PHI,1,0,1,0.0
Ryan Dzingel\dzingry01,OTT,1,0,1,0.0
Darren Helm\helmda01,DET,1,0,1,0.0
Max Domi\domima01,ARI,1,0,1,0.0
Evan Rodrigues\rodriev01,BUF,1,0,1,0.0
Aaron Ekblad\ekblaaa01,FLA,1,0,1,0.0
Nick Schmaltz\schmani01,CHI,1,0,1,0.0
Alan Quine\quineal01,NYI,1,0,1,0.0
Kevin Bieksa\biekske01,ANA,1,0,1,0.0
Joshua Ho-Sang\hosanjo01,NYI,1,0,1,0.0
Travis Zajac\zajactr01,NJD,1,0,1,0.0
Tyler Ennis\ennisty01,BUF,1,0,1,0.0
Victor Hedman\hedmavi01,TBL,1,0,1,0.0
Chris Neil\neilch01,OTT,1,0,1,0.0
Mikael Backlund\backlmi01,CGY,1,0,1,0.0
Sean Couturier\coutuse01,PHI,1,0,1,0.0
Shane Doan\doansh01,ARI,1,0,1,0.0
Austin Czarnik\czarnau01,BOS,1,0,1,0.0
Troy Brouwer\brouwtr01,CGY,1,0,1,0.0
Andrew Cogliano\coglian01,ANA,1,0,1,0.0
Brett Connolly\connobr01,WSH,1,0,1,0.0
Adrian Kempe\kempead01,LAK,1,0,1,0.0
Ryan Callahan\callary01,TBL,1,0,1,0.0
Noah Hanifin\hanifno01,CAR,1,0,1,0.0
Pavel Zacha\zachapa01,NJD,1,0,1,0.0
Hampus Lindholm\lindhha01,ANA,1,0,1,0.0
Jason Spezza\spezzja01,DAL,1,0,1,0.0
Matt Read\readma01,PHI,1,0,1,0.0
Michael Grabner\grabnmi01,NYR,1,0,1,0.0
Casey Cizikas\cizikca01,NYI,1,0,1,0.0
Patrick Sharp\sharppa01,DAL,1,0,1,0.0
Dmitrij Jaskin\jaskidm01,STL,1,0,1,0.0
Jarome Iginla\iginlja01,LAK,1,0,1,0.0
Ondrej Palat\palaton01,TBL,1,0,1,0.0
Mikael Granlund\granlmi01,MIN,1,0,1,0.0
Riley Sheahan\sheahri01,DET,1,0,1,0.0
Viktor Arvidsson\arvidvi01,NSH,1,0,1,0.0
Evander Kane\kaneev01,BUF,1,0,1,0.0
Sergey Tolchinsky\tolchse01,CAR,1,0,1,0.0
Marian Hossa\hossama01,CHI,1,0,1,0.0
Frank Vatrano\vatrafr01,BOS,1,0,1,0.0
Nail Yakupov\yakupna01,STL,1,0,1,0.0
Ryan Garbutt\garbury01,ANA,1,0,1,0.0
Trevor Lewis\lewistr01,LAK,1,0,1,0.0
Vladislav Namestnikov\namesvl01,TBL,1,0,1,0.0
Marcus Johansson\johanma03,WSH,1,0,1,0.0
Colin White\whiteco02,OTT,1,0,1,0.0
Mikkel Boedker\boedkmi01,SJS,1,0,1,0.0
Artem Anisimov\anisiar01,CHI,1,0,1,0.0
Justin Williams\williju01,WSH,1,0,1,0.0
Tobias Rieder\riedeto01,ARI,1,0,1,0.0
Dominic Moore\mooredo01,BOS,1,0,1,0.0
Nino Niederreiter\niedeni01,MIN,1,0,1,0.0
Tyson Jost\jostty01,COL,1,0,1,0.0
Patrick Marleau\marlepa01,SJS,1,0,1,0.0
Christian Dvorak\dvorach01,ARI,1,0,1,0.0
Alex Killorn\killoal01,TBL,1,0,1,0.0
Ales Hemsky\hemskal01,DAL,1,0,1,0.0
Matt Hendricks\hendrma01,EDM,1,0,1,0.0
Jason Zucker\zuckeja01,MIN,1,0,1,0.0
Nikolaj Ehlers\ehlerni01,WPG,1,0,1,0.0
Tyler Toffoli\toffoty01,LAK,1,0,1,0.0
Matt Moulson\moulsma01,BUF,1,0,1,0.0
Mark Giordano\giordma01,CGY,1,0,1,0.0
Pat Maroon\maroopa01,EDM,1,0,1,0.0
Johnny Boychuk\boychjo01,NYI,1,0,1,0.0
David Desharnais\deshada01,MTL,1,0,1,0.0
Zach Sanford\sanfoza01,STL,1,0,1,0.0
Brent Burns\burnsbr01,SJS,1,0,1,0.0
Brock Nelson\nelsobr01,NYI,1,0,1,0.0
J.T. Miller\millejt01,NYR,1,0,1,0.0
Drew Doughty\doughdr01,LAK,1,0,1,0.0
Anton Stralman\stralan01,TBL,1,0,1,0.0
Mike Hoffman\hoffmmi02,OTT,1,0,1,0.0
Devin Setoguchi\setogde01,LAK,1,0,1,0.0
Brandon Pirri\pirribr01,NYR,1,0,1,0.0
Damon Severson\severda01,NJD,1,0,1,0.0
Anders Lee\leean01,NYI,1,0,1,0.0
Jakob Chychrun\chychja01,ARI,1,0,1,0.0
David Backes\backeda01,BOS,1,0,1,0.0
John Quenneville\quennjo02,NJD,1,0,1,0.0
Jonathan Marchessault\audymjo01,FLA,1,0,1,0.0
Patrick Sharp\sharppa01,DAL,3,3,0,100.0
Alex Ovechkin\ovechal01,WSH,2,2,0,100.0
Marian Gaborik\gaborma01,LAK,2,2,0,100.0
Patrik Berglund\berglpa01,STL,2,2,0,100.0
Derek Stepan\stepade01,NYR,2,2,0,100.0
Blake Comeau\comeabl01,COL,1,1,0,100.0
Chris Stewart\stewach02,ANA,1,1,0,100.0
